Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
35,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,38.0,<=7jt
42,Entrepreneur,Senior High School,Separated,Sales,Female,0.0,0.0,45.0,<=7jt
27,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,40.0,>7jt
36,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,47.0,<=7jt
36,Non-Corporate Freelance,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,20.0,<=7jt
59,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,>7jt
20,Entrepreneur,Senior High School,Married,Sales,Female,0.0,0.0,50.0,<=7jt
22,Other,Senior High School,Single,Other Services,Male,0.0,0.0,8.0,<=7jt
18,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,20.0,<=7jt
35,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,55.0,<=7jt
19,Other,Senior High School,Single,Other Services,Female,0.0,0.0,25.0,<=7jt
29,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,99.0,>7jt
56,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,50.0,<=7jt
30,Entrepreneur,Junior High School,Single,Sales,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Senior High School,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
48,Country Government,Associate Degree,Married,Executive Manager,Male,0.0,0.0,15.0,>7jt
46,Country Government,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
55,Local Government,Master,Married,Executive Manager,Male,0.0,0.0,50.0,<=7jt
22,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,19712000.0,40.0,<=7jt
36,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,55.0,>7jt
61,Entrepreneur,Senior High School,Widowed,Religious Leader,Female,0.0,0.0,24.0,<=7jt
32,Local Government,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
33,Local Government,Bachelor,Married,Security,Male,0.0,0.0,70.0,>7jt
82,Corporate Freelance,Junior High School,Married,Farmer,Male,0.0,0.0,50.0,<=7jt
57,Country Government,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
46,State Government,Master,Married,Executive Manager,Male,0.0,27678000.0,40.0,>7jt
29,Entrepreneur,Senior High School,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
39,Corporate Freelance,Professional School,Married,Specialist,Male,0.0,26628000.0,50.0,>7jt
32,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Bachelor,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Married,Security,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,45.0,<=7jt
37,Corporate Freelance,Bachelor,Married,Sales,Male,0.0,33810000.0,50.0,>7jt
41,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,8.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,30.0,<=7jt
26,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,40.0,<=7jt
38,Local Government,Professional School,Single,Specialist,Male,0.0,0.0,50.0,<=7jt
35,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,70.0,<=7jt
24,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,35.0,<=7jt
18,Local Government,Senior High School,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Household Assistant,Female,0.0,0.0,20.0,<=7jt
34,Non-Corporate Freelance,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,75.0,<=7jt
43,Entrepreneur,Professional School,Separated,Tech Support,Male,0.0,0.0,50.0,>7jt
19,Other,Senior High School,Single,Other Services,Female,0.0,0.0,20.0,<=7jt
31,Entrepreneur,Master,Married,Executive Manager,Female,0.0,0.0,40.0,>7jt
28,Entrepreneur,Bachelor,Married,Other Services,Female,0.0,0.0,15.0,<=7jt
44,Country Government,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Bachelor,Divorced,Tech Support,Female,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Single,Cleaning Service,Female,0.0,0.0,20.0,<=7jt
54,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,45.0,<=7jt
42,Entrepreneur,Bachelor,Divorced,Specialist,Female,353304000.0,0.0,20.0,>7jt
25,Entrepreneur,Senior High School,Single,Executive Manager,Male,0.0,0.0,25.0,<=7jt
43,Corporate Freelance,Bachelor,Married,Sales,Male,210336000.0,0.0,60.0,>7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,35.0,<=7jt
43,Local Government,Master,Married,Specialist,Male,0.0,0.0,45.0,>7jt
32,Entrepreneur,Bachelor,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Associate Degree,Separated,Other Services,Female,0.0,0.0,32.0,<=7jt
28,Entrepreneur,Senior High School,Single,Sales,Female,30828000.0,0.0,48.0,<=7jt
25,Entrepreneur,Associate Degree,Married,Sales,Male,0.0,0.0,40.0,<=7jt
33,Country Government,Master,Single,Specialist,Male,0.0,0.0,30.0,<=7jt
28,Country Government,Bachelor,Single,Specialist,Male,0.0,0.0,16.0,<=7jt
37,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,18.0,<=7jt
21,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,60.0,<=7jt
32,Non-Corporate Freelance,Senior High School,Divorced,Handicraft Refinement,Male,147280000.0,0.0,50.0,>7jt
17,State Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,15.0,<=7jt
50,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,35.0,<=7jt
47,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
34,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
29,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
55,Non-Corporate Freelance,Junior High School,Married,Farmer,Male,0.0,0.0,50.0,<=7jt
44,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
40,Entrepreneur,Senior High School,Divorced,Tech Support,Female,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Associate Degree,Divorced,Handicraft Refinement,Male,0.0,0.0,50.0,>7jt
29,Other,Senior High School,Single,Other Services,Male,0.0,0.0,32.0,<=7jt
36,Entrepreneur,Bachelor,Divorced,Specialist,Female,0.0,0.0,45.0,<=7jt
25,Entrepreneur,Bachelor,Single,Specialist,Male,0.0,0.0,70.0,<=7jt
39,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
23,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Junior High School,Widowed,Farmer,Male,0.0,0.0,40.0,<=7jt
39,Local Government,Senior High School,Married,Tech Support,Male,0.0,0.0,50.0,<=7jt
37,Entrepreneur,Senior High School,Single,Executive Manager,Female,0.0,0.0,50.0,<=7jt
55,Entrepreneur,Bachelor,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
46,Entrepreneur,Senior High School,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Junior High School,Married,Executive Manager,Male,54712000.0,0.0,47.0,<=7jt
62,Local Government,Senior High School,Widowed,Other Services,Female,0.0,0.0,40.0,<=7jt
65,Other,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Associate Degree,Single,Sales,Male,0.0,0.0,40.0,<=7jt
57,Entrepreneur,Junior High School,Married,Other Services,Female,0.0,0.0,38.0,<=7jt
33,Entrepreneur,Senior High School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Bachelor,Divorced,Religious Leader,Female,0.0,0.0,45.0,<=7jt
31,Entrepreneur,Senior High School,Single,Executive Manager,Male,46550000.0,0.0,40.0,<=7jt
47,Entrepreneur,Bachelor,Married,Specialist,Male,107632000.0,0.0,45.0,>7jt
31,Entrepreneur,Bachelor,Married,Specialist,Male,107632000.0,0.0,40.0,>7jt
25,Other,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Associate Degree,Single,Other Services,Female,0.0,0.0,80.0,>7jt
39,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,78.0,<=7jt
66,Corporate Freelance,Senior High School,Married,Religious Leader,Female,0.0,0.0,40.0,>7jt
84,Local Government,Associate Degree,Widowed,Religious Leader,Female,0.0,0.0,14.0,<=7jt
49,Other,Senior High School,Married,Other Services,Female,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Bachelor,Married,Tech Support,Male,0.0,0.0,40.0,>7jt
55,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,67018000.0,0.0,40.0,>7jt
45,Entrepreneur,Bachelor,Divorced,Specialist,Male,0.0,0.0,50.0,>7jt
40,Non-Corporate Freelance,Senior High School,Married,Driver,Male,0.0,0.0,75.0,>7jt
37,Entrepreneur,Bachelor,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
34,Other,Senior High School,Separated,Other Services,Female,0.0,0.0,8.0,<=7jt
48,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Female,0.0,0.0,30.0,>7jt
46,Entrepreneur,Elementary School,Married,Driver,Male,0.0,26628000.0,40.0,<=7jt
38,Entrepreneur,Bachelor,Married,Sales,Male,102172000.0,0.0,40.0,>7jt
33,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,45.0,<=7jt
20,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,<=7jt
46,State Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,80.0,>7jt
29,Corporate Freelance,Senior High School,Married,Sales,Male,0.0,0.0,40.0,<=7jt
42,Non-Corporate Freelance,Bachelor,Married,Handicraft Refinement,Male,210336000.0,0.0,60.0,>7jt
38,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,60.0,>7jt
29,State Government,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
57,State Government,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,48.0,<=7jt
46,Local Government,Master,Divorced,Specialist,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,10.0,<=7jt
33,Entrepreneur,Senior High School,Divorced,Cleaning Service,Male,0.0,0.0,30.0,<=7jt
42,Entrepreneur,Bachelor,Married,Tech Support,Female,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,50.0,>7jt
38,Entrepreneur,Senior High School,Single,Specialist,Male,0.0,35826000.0,90.0,>7jt
38,Country Government,Senior High School,Divorced,Other Services,Male,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,24.0,<=7jt
33,Entrepreneur,Bachelor,Separated,Executive Manager,Female,0.0,0.0,45.0,<=7jt
32,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
58,State Government,Senior High School,Divorced,Handicraft Refinement,Female,197176000.0,0.0,40.0,>7jt
64,Entrepreneur,Elementary School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Doctoral,Single,Specialist,Female,0.0,0.0,80.0,<=7jt
34,Entrepreneur,Bachelor,Married,Specialist,Female,0.0,0.0,40.0,<=7jt
41,Local Government,Senior High School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
19,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,30.0,<=7jt
20,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,45.0,<=7jt
48,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
31,Local Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Associate Degree,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Widowed,Executive Manager,Female,46550000.0,0.0,40.0,<=7jt
43,Entrepreneur,Bachelor,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
75,Entrepreneur,Associate Degree,Widowed,Religious Leader,Female,0.0,0.0,20.0,<=7jt
60,Entrepreneur,Junior High School,Married,Driver,Male,0.0,0.0,15.0,<=7jt
48,Entrepreneur,Bachelor,Divorced,Executive Manager,Male,0.0,0.0,40.0,<=7jt
31,Other,Bachelor,Married,Other Services,Female,56896000.0,0.0,30.0,<=7jt
42,Entrepreneur,Associate Degree,Married,Other Services,Male,0.0,0.0,30.0,<=7jt
40,Entrepreneur,Senior High School,Widowed,Machinery Supervisor,Female,0.0,0.0,37.0,<=7jt
19,Entrepreneur,Senior High School,Single,Cleaning Service,Female,0.0,0.0,25.0,<=7jt
66,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,55.0,>7jt
32,Local Government,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Bachelor,Divorced,Executive Manager,Male,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Single,Sales,Male,0.0,0.0,60.0,<=7jt
53,State Government,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
25,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,45.0,<=7jt
62,Other,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
31,Other,Senior High School,Single,Other Services,Female,0.0,0.0,45.0,<=7jt
26,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,20.0,<=7jt
29,Entrepreneur,Bachelor,Divorced,Tech Support,Female,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,54.0,<=7jt
45,Corporate Freelance,Associate Degree,Divorced,Sales,Female,0.0,0.0,30.0,<=7jt
30,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,>7jt
37,Entrepreneur,Master,Single,Sales,Male,0.0,0.0,50.0,<=7jt
63,Entrepreneur,Senior High School,Widowed,Farmer,Male,0.0,0.0,6.0,<=7jt
58,Corporate Freelance,Senior High School,Single,Sales,Male,0.0,0.0,47.0,<=7jt
60,Entrepreneur,Senior High School,Widowed,Sales,Female,0.0,0.0,50.0,<=7jt
51,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
56,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,35.0,<=7jt
34,Non-Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,30.0,<=7jt
25,Entrepreneur,Associate Degree,Married,Sales,Female,0.0,0.0,42.0,>7jt
18,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,8316000.0,0.0,20.0,<=7jt
30,Entrepreneur,Associate Degree,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Elementary School,Divorced,Household Assistant,Female,0.0,0.0,35.0,<=7jt
28,Local Government,Master,Married,Specialist,Female,102172000.0,0.0,40.0,>7jt
49,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Male,30436000.0,0.0,40.0,<=7jt
51,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,60.0,>7jt
43,Corporate Freelance,Senior High School,Married,Other Services,Male,0.0,0.0,78.0,<=7jt
39,Entrepreneur,Bachelor,Divorced,Religious Leader,Male,0.0,0.0,40.0,<=7jt
62,Country Government,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,35.0,<=7jt
19,Local Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Associate Degree,Single,Sales,Male,0.0,0.0,30.0,<=7jt
77,Entrepreneur,Senior High School,Married,Other Services,Male,53452000.0,0.0,30.0,<=7jt
22,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,70.0,<=7jt
31,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,45.0,>7jt
28,Entrepreneur,Bachelor,Married,Other Services,Female,0.0,0.0,35.0,<=7jt
46,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,28.0,<=7jt
31,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Widowed,Other Services,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Associate Degree,Single,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
23,Country Government,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Senior High School,Divorced,Tech Support,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Elementary School,Divorced,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,50.0,<=7jt
67,Entrepreneur,Junior High School,Married,Handicraft Refinement,Male,25158000.0,0.0,40.0,<=7jt
60,Local Government,Master,Divorced,Specialist,Female,0.0,0.0,25.0,<=7jt
47,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
40,Country Government,Doctoral,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
36,Local Government,Senior High School,Married,Security,Male,0.0,0.0,69.0,>7jt
39,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
23,Entrepreneur,Associate Degree,Single,Cleaning Service,Male,0.0,0.0,32.0,<=7jt
30,Entrepreneur,Master,Single,Specialist,Female,0.0,0.0,20.0,<=7jt
37,State Government,Associate Degree,Married,Executive Manager,Female,0.0,0.0,40.0,>7jt
48,Non-Corporate Freelance,Doctoral,Single,Specialist,Female,0.0,0.0,60.0,>7jt
27,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,15.0,<=7jt
47,Entrepreneur,Senior High School,Married,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
22,Other,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,25872000.0,46.0,>7jt
33,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,30.0,>7jt
43,Entrepreneur,Junior High School,Single,Machinery Supervisor,Female,0.0,8750000.0,40.0,<=7jt
58,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
49,Entrepreneur,Associate Degree,Separated,Religious Leader,Female,36358000.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,43.0,>7jt
27,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Elementary School,Married,Other Services,Female,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
44,Entrepreneur,Bachelor,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
34,Entrepreneur,Senior High School,Married,Religious Leader,Female,0.0,0.0,35.0,<=7jt
58,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
48,State Government,Senior High School,Divorced,Other Services,Male,0.0,0.0,40.0,<=7jt
25,Entrepreneur,Bachelor,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
65,Corporate Freelance,Senior High School,Married,Executive Manager,Male,89852000.0,0.0,35.0,>7jt
58,Entrepreneur,Senior High School,Widowed,Sales,Female,0.0,0.0,35.0,>7jt
45,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Elementary School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Separated,Religious Leader,Female,0.0,0.0,20.0,<=7jt
41,Entrepreneur,Master,Married,Sales,Male,0.0,0.0,20.0,<=7jt
27,Other,Senior High School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Bachelor,Married,Executive Manager,Male,70182000.0,0.0,45.0,<=7jt
40,Entrepreneur,Senior High School,Divorced,Household Assistant,Female,0.0,0.0,32.0,<=7jt
39,Country Government,Bachelor,Single,Specialist,Male,0.0,0.0,45.0,<=7jt
26,Entrepreneur,Associate Degree,Divorced,Sales,Female,8316000.0,0.0,35.0,<=7jt
23,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
53,Local Government,Senior High School,Married,Other Services,Male,0.0,28028000.0,45.0,<=7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,16.0,<=7jt
